n_updates,policy_loss,policy_entropy,ep_reward_mean,fps,approxkl,explained_variance,clipfrac,time_elapsed,value_loss,total_timesteps,serial_timesteps,ep_len_mean
585,-0.0013319671,0.40234736,94.15303233034909,36,0.001652484,0.8261142373085022,0.014093748,115114.52588677406,5.162593,4680000,1170000,48.42
586,-0.002000004,0.4057352,95.19583675522357,40,0.0022463645,0.9327634647488594,0.024156254,115332.9816570282,2.0851479,4688000,1172000,57.24
587,-0.0019711861,0.41586027,89.53102098509669,42,0.0017769561,0.8136348128318787,0.01821875,115531.61567187309,5.3892655,4696000,1174000,49.88
588,-0.00073944667,0.5034001,91.53912004459649,36,0.001434745,0.6489282846450806,0.011781252,115718.54681563377,10.270457,4704000,1176000,59.85
589,-0.00095736515,0.462309,84.45015721604229,47,0.0016862337,0.6273274123668671,0.01865625,115939.17578601837,9.143594,4712000,1178000,52.95
590,-0.0020278713,0.49036467,89.4739418207854,37,0.0023191401,0.8954627215862274,0.025218746,116108.15342402458,2.6485999,4720000,1180000,55.59
591,-0.0021131902,0.5021929,90.16124553013593,42,0.0025131716,0.6764247715473175,0.02634375,116320.61122465134,9.538798,4728000,1182000,54.22
592,-0.0021736727,0.5685103,89.32242313403636,38,0.002694338,0.9155494570732117,0.031125002,116510.13557600975,9.817538,4736000,1184000,50.02
593,-0.0016730094,0.35224926,93.12298074990511,36,0.0017320155,0.760821744799614,0.014125003,116715.73911166191,10.667936,4744000,1186000,48.29
594,-0.001085056,0.44226813,92.32585124209523,32,0.0012590223,0.8867980316281319,0.00990625,116937.59460139275,6.027729,4752000,1188000,52.55
595,-0.002511819,0.59081054,86.38312098968774,42,0.0022007143,0.7992484271526337,0.021624995,117185.77348923683,18.615582,4760000,1190000,63.11
596,-0.0005927391,0.4416439,86.1128059423715,40,0.0009791424,0.7287449836730957,0.0072499984,117375.12288212776,8.176988,4768000,1192000,52.12
597,-0.0014552781,0.47077662,83.94684460796415,48,0.00255305,0.5945484936237335,0.0310625,117570.37950325012,12.761349,4776000,1194000,50.54
598,-0.0013134116,0.5531404,87.6675193637237,37,0.002327597,0.7758593410253525,0.023875,117735.06577944756,6.752551,4784000,1196000,59.17
599,-0.0031731394,0.42327884,89.41582760784775,38,0.0028590823,0.8086773306131363,0.030687498,117947.73416996002,6.127199,4792000,1198000,52.28
600,-0.00066722103,0.45705125,89.73312582742423,40,0.0009940044,0.7469235956668854,0.006375001,118157.95400190353,7.328335,4800000,1200000,51.35
601,-0.0030556223,0.5181473,87.57975574970246,40,0.0018892174,0.7309745252132416,0.019656252,118353.51058673859,10.21538,4808000,1202000,61.93
602,-0.003341621,0.47527054,87.17861594259739,47,0.0023832675,0.899397186934948,0.027093751,118552.86450242996,1.9191251,4816000,1204000,57.24
603,-0.0019042529,0.5383796,88.06650068178773,43,0.0023349307,0.7978365272283554,0.026906252,118720.20426297188,14.982604,4824000,1206000,56.89
604,-0.0015339396,0.506206,87.45638996228575,41,0.0016122542,0.7357667684555054,0.013124999,118905.59735107422,7.611938,4832000,1208000,54.77
605,-0.0023777683,0.52750766,81.9830432350561,38,0.0015650988,0.8450175225734711,0.01371875,119099.5656850338,13.541942,4840000,1210000,52.16
606,-0.0044737416,0.50117207,93.16404622267932,41,0.0030010045,0.7427645623683929,0.032343753,119306.23815822601,14.940879,4848000,1212000,63.37
607,-0.0009612278,0.4534448,96.09627402875573,40,0.0013606119,0.9157505333423615,0.012562499,119496.8942129612,2.1945455,4856000,1214000,59.27
608,-0.00019692397,0.4210572,90.26417988039553,35,0.0008259217,0.8643212616443634,0.0046874993,119692.30637931824,5.8381076,4864000,1216000,50.72
609,-0.0018985952,0.3923472,93.7349443602562,34,0.001477067,0.7984111905097961,0.016906248,119916.78415989876,8.011376,4872000,1218000,51.24
610,-0.00308005,0.5638706,86.32634846772999,35,0.0028673431,0.9181929007172585,0.033937503,120147.23570919037,8.649335,4880000,1220000,54.25
611,-0.000744113,0.37840608,90.13978966061026,35,0.0011569093,0.877901166677475,0.0101562515,120369.62934970856,4.578298,4888000,1222000,47.63
612,-0.0029304668,0.6700836,87.57224472027272,43,0.0011507274,0.9172340482473373,0.0096875,120596.51610183716,15.672112,4896000,1224000,64.36
613,-0.0009987192,0.48631445,93.75176866415887,42,0.000985758,0.835338294506073,0.0063437507,120778.8832154274,4.99716,4904000,1226000,59.35
614,-0.00041590212,0.5032202,87.52069482140243,41,0.00097039534,0.7692924290895462,0.0044062505,120965.8102338314,5.2894764,4912000,1228000,60.04
615,-0.0023367333,0.56958085,93.55014550518244,39,0.0012267091,0.8407509028911591,0.01184375,121159.20208525658,7.906407,4920000,1230000,65.28
616,-0.0013088982,0.55963844,90.02240062750876,40,0.0007335496,0.9379257000982761,0.0037812495,121364.13028168678,5.408648,4928000,1232000,60.5
617,-0.0005960775,0.48593804,85.20973632611334,41,0.000920944,0.7188747525215149,0.0065937517,121560.48494005203,14.3663025,4936000,1234000,48.66
618,-0.0015948928,0.47218904,92.87161821428687,38,0.000985742,0.7990207970142365,0.009031249,121754.76860761642,6.271423,4944000,1236000,56.01
619,-0.0015974215,0.45690203,94.52180264357477,37,0.00053568947,0.8641865402460098,0.0042812503,121961.12874865532,4.1659994,4952000,1238000,59.62
620,-0.00012515557,0.47667626,85.53113704107702,36,0.00032557859,0.7780150026082993,0.0018124996,122173.03918361664,13.503698,4960000,1240000,47.96
621,-0.0008310072,0.48485976,88.03628786008805,47,0.00068351254,0.8428609520196915,0.0050625,122391.02979850769,3.278548,4968000,1242000,58.73
622,-0.0011303668,0.5760663,86.79128687467426,36,0.0010094636,0.8967720791697502,0.0060625,122558.60057377815,11.411897,4976000,1244000,57.54
623,-0.0015398512,0.4165257,98.17187180273235,39,0.0008788295,0.8173397332429886,0.0058750003,122775.60974383354,9.368307,4984000,1246000,56.17
624,-0.002441131,0.44436908,94.0260417573899,38,0.00058983604,0.7132375240325928,0.0035937498,122977.23600459099,14.848001,4992000,1248000,55.6
625,-0.00060681335,0.50491685,87.50770990286023,42,0.0003825157,0.8911257907748222,0.00115625,123186.77128791809,2.588506,5000000,1250000,57.29
